r1b1kb1r/pp1ppppp/n1p5/6N1/6n1/qP2PQP1/P1PP1P1P/RN2KB1R w KQkq - 0 8	f3f7
rn1qk1nr/pbpp1p2/4p1pp/1Pb1P1N1/8/1P6/P1KP1PPP/RNBQ1B1R w - - 0 11	g5f3
rn1qkb1r/p2ppp1p/1p5n/1Npb2p1/QPP1P1P1/P7/3PBP1P/R1B1K1NR b KQq - 4 9	d5e4
rnb1kbr1/1pqppp1p/p1p4n/3P4/1P3Pp1/2P1B2N/P1Q1P1PP/RN2KBR1 b Qq - 0 9	g4h3
rnq1k1nr/4b1p1/1p2pp2/p1pp3p/3PP1b1/1P4PN/P1PBBP1P/RN1Q1K1R w kq - 2 11	e2g4
rnb1kbnr/2qp2pp/1p2pp2/p5B1/3p4/P4P2/1PP1P1PP/RN1QKBNR w KQkq - 2 10	g5h4
rnbqkb1r/pp1pp2p/6pn/2p2p2/2NP1P2/2N1P3/PPP2KPP/R1BQ1B1R b kq - 2 8	h6g4
rnb1k1nr/3pb1pp/pp2p1q1/2p3N1/QP2Pp2/2P4P/PB1PKPP1/RN3B1R b kq - 3 10	g6g5
r3kbnr/pp2pppp/nq1p4/2p5/2P1PPb1/PP2K2P/3P2PR/RNBQ1BN1 w - - 1 11	h3g4
rnbq1bnr/pppppk1p/8/5pp1/1P2P3/2P4P/P2P1PP1/RNBQKBNR b KQ - 0 4	e7e6
rn3bnr/1p3kp1/1qp1b3/p2p1p1p/P2p1P2/1P2P3/1RPPB1PP/1NBQK2R w K - 0 11	e2h5
rnbq1bnr/1p1k1p2/p1p1p2p/3p2P1/P4P2/2N1R3/1PPPP1P1/2BQKBNR b K - 2 8	b7b5
rnbqkbnr/p1p1p1pp/1p1p4/5p2/4PP2/3P3N/PPP3PP/RNBQKB1R b KQkq - 0 4	e7e6
rnbqkbnr/p1pp1pp1/1p6/4p2p/2P5/P4P2/1P1PPKPP/RNBQ1BNR b kq - 1 4	d8h4
2bqkb1r/rBppp1pp/n4p1n/p7/1PP3P1/8/P2PPP1P/RNBQK1NR b KQk - 0 6	c8b7
r1bqkbnr/3ppp2/p1p3p1/n6p/2p5/3P1P2/PP1BPNPP/RN1QKBR1 w Qkq - 0 9	d1c2
rnb1kbnr/pp1p1p1p/2p1p3/2q3pQ/P1P1P3/8/1P1P1PPP/RNB1KBNR b KQkq - 2 6	d7d5
rnbqk2r/pp1pnppp/2p5/4pP2/1b6/1P6/P1PPPKPP/R1BQ1BNR w kq - 1 6	e2e3
rnbqkb1r/pppp2pp/4p2n/5p2/8/3BPP2/PPPP2PP/RNBQK1NR w KQkq - 0 4	d3e2
rnbqkbnr/pp2p2p/3p1p2/2p3p1/8/N1P5/PP1PPPPP/1RBQKBNR b Kkq - 1 5	c8f5
rnbk1bnr/pp1pp1pp/8/6PB/2p1p3/P6N/1PqP1P1P/RNBQK1R1 w Q - 0 10	d1c2
r1bq1bnr/p3kppp/nppp4/8/Q3p3/N1P2PPN/PP1PP2P/R1B1KBR1 w Q - 0 8	a4c6
rnbqkbnr/pp1pp1pp/5p2/2p5/8/1P2PQ2/P1PP1PPP/RNB1KBNR b KQkq - 1 3	d7d5
r1bqkbnr/ppp1pppp/8/3p4/1n2P3/3P1P2/PPP3PP/RNBQKBNR w KQkq - 1 4	d3d4
rnbqkbnr/ppp1pppp/3p4/8/PP5P/8/2PPPPP1/RNBQKBNR b KQkq - 0 5	e7e5
rnbqk2r/1ppp1p1p/p3pn2/2b5/P5pP/4PN2/1PPP1PP1/RNBQKBR1 w Qkq - 2 7	d2d4
rnbqkb1r/p2pppp1/2p2n1p/1p6/PP4P1/8/R1PPPP1P/1NBQKBNR w Kkq - 0 5	g1f3
r1b1kbnr/ppqpp1p1/n4p2/2p3Np/2P3PP/PP6/3PPP2/RNBQKBR1 w Qkq - 1 9	d1c2
1rbqkb1r/ppp2p1p/n2p1n2/4p1p1/P3P1PP/1P6/2PPQP2/RNB1KBNR w KQk - 1 7	h4g5
rnb1kbnr/p1p2ppp/3p1q2/8/Pp3pP1/1RP5/1P1PPK1P/1NBQ1BNR b kq - 3 7	f6h4
rnbqkbnr/ppp2ppp/8/4p3/3p4/3P3N/PPPBPPPP/RN1QKB1R w KQkq - 0 4	g2g3
r3kb1r/p1p1p3/n2q3n/1p1p2pp/3P2P1/1PN5/P1P1PP1P/R1BQKB1b w Qkq - 0 11	e2e4
rnbqkb1r/p1p1p1pp/5p1n/1p1p2P1/8/P2P4/RPP1PP1P/1NBQKBNR b Kkq - 1 5	f6g5
rnbk1bnr/1pp1pppp/8/q2p2B1/3P3P/2P2P2/PP2P1P1/RN2KBNR b KQ - 0 8	a5b5
rnbqkbnr/2pp4/pp3ppp/4p3/2B1PPP1/N4Q2/PPPP3P/R1B1K1NR w KQkq - 0 7	f3b3
rn1q1b1r/pbppk1pp/5p1n/1p6/1P2P3/8/P1PP1PPP/RNBK1BNR w - - 1 7	d2d4
r1bqkbr1/p1ppp1pp/1pn5/5p2/2P1P1nP/N2P4/PP1QNPP1/R1B1KB1R b KQq - 2 7	f5e4
rnb1kbnr/ppp1pp1p/5q2/3p2p1/3P3P/2NQP1P1/PPP2P2/R1B1KBNR w KQkq - 3 7	c3d5
r1bqkbnr/ppp1pppp/3p4/7Q/1n2P3/2P5/PP1P1PPP/RNB1KBNR b KQkq - 0 4	b4c2
rnb1kb1r/pp2pp1p/3Q2p1/2pp1P2/2PPn3/q3P3/PP2B1PP/RNB1K1NR b KQkq - 8 10	a3b4
r1bqkbnr/pp1pp2p/2n5/2p2pp1/P5P1/1P6/2PPPP1P/RNBQKBNR b KQkq - 1 5	f8g7
rnbqkbnr/2ppppp1/8/pp5p/1PP3P1/8/P2PPP1P/RNBQKBNR w KQkq - 0 4	f1g2
rnb1kb1r/ppp2qpp/3pp3/5p2/4n3/1P1P2PP/P1PBN3/1R1QKBNR b Kkq - 2 10	e4d2
rnbqkb1r/2pp1ppp/1p6/p3pn2/3PP2P/2B3P1/PPP1QP1R/RN2KBN1 b Qkq - 1 9	f5d4
rnbqkb1r/1ppppp1p/7n/p5p1/5P2/N1P5/PP1PP1PP/R1BQKBNR w KQkq - 0 4	f4g5
rnb1kb1r/ppq1pppp/2p4n/3p4/P7/2P5/RPQPPPPP/1NB1KBNR w Kkq - 2 5	g1f3
rnbqkbnr/p2p2p1/1pp2p2/4p2p/PP5P/5P2/2PPPKP1/RNBQ1BNR b kq - 1 6	f8b4
r1bqkbr1/pppp1p1p/n5p1/2P1p3/4n1PP/3P4/PP1N1P2/R1BQKBNR b KQq - 1 9	e4c5
rnb1k2r/p4pbp/qp1p1np1/2p5/2B5/P3PPP1/1PPPN2P/R1BQK1NR b KQkq - 0 10	a6c4
r2qkbnr/2p1pppp/6n1/pp1p4/1P1N2b1/P7/2PPPPBP/RNBQ1RK1 w kq - 1 8	f2f4
1nb1kbnr/rp1pppp1/7q/p1p2PB1/Q1P4p/P2P2P1/1P2P2P/RN2KBNR w KQk - 0 11	g5h6
rnb1kbnr/pp1pp1pp/1qp2p2/8/1P5P/2PP4/P3PPP1/RNBQKBNR b KQkq - 0 4	a7a5
rnb1kb1r/pp2pppp/2p5/4Pn2/2Np4/2PK2PP/PPQP1P2/R1B2BNR w kq - 0 11	d3e2
r2qkbnr/p1p1pp1p/n2p2p1/1p6/5P1P/PbN1P3/1PPP2P1/R1BQKBNR w Kkq - 0 8	f1b5
r2qkbnr/1bppn1p1/1p2pp2/p6p/2P1PP1P/3P4/PP4P1/RNBQ1KNR b kq - 0 9	d7d5
2bqkbnr/rppppppp/p7/8/5P1P/1nP4N/PP1PP1P1/RNBQKB1R w KQk - 1 6	a2b3
rnbqkb1r/p2pp3/1p3p1n/2p3pp/8/P3PPP1/RPPP3P/1NBQKBNR b Kkq - 0 7	d7d5
1n1qkbnr/2p1ppp1/rp1p3p/5b2/pP2N1P1/4PN2/P1PP1PBP/R1BQK1R1 b Qk - 2 8	f5e4
rnbqkbnr/1p1p2pp/2p5/p3p3/PP3Pp1/N7/2PPP2P/R1BQKBNR w KQkq - 0 6	e2e3
rnbq1bnr/2pppk1p/1p4p1/p7/1PP3P1/4P3/P2PNP1P/RNB1KB1R b KQ - 0 7	c8b7
rnbqkbnr/p1pppp2/8/1p4pp/3P4/2N1B3/PPP1PPPP/R2QKBNR w KQkq - 0 4	e3g5
rnbqkbnr/1ppppppp/8/8/p7/2N3PP/PPPPPP2/R1BQKBNR b KQkq - 1 3	d7d5
rnbqkbnr/pp1pp1pp/5p2/2p4Q/P3P3/7P/1PPP1PP1/RNB1KBNR b KQkq - 1 4	g7g6
rnbqkbnr/p4pp1/1p2p2p/2pp4/2P2P2/4P2P/PP1P2P1/RNBQKBNR w KQkq - 0 6	c4d5
rn1qkb1r/1bpp3p/5np1/p2N1p1Q/3Np3/4P3/PPPP1PPP/R1B1KB1R w KQkq - 4 11	d5f6
rnbqkbnr/ppppp3/5p1p/6p1/P4P2/8/RPPPP1PP/1NBQKBNR b Kkq - 0 4	d7d5
rnb1kbnr/p1p2ppp/1p6/3pp1q1/P7/1P1PB1P1/2P1PP1P/RN1QKBNR b KQkq - 0 5	g5h5
r1bqkbnr/p1pp2pp/4p3/1pn2p2/4P3/N5PP/PPPPKP2/R1B1QBNR w kq - 0 8	e4f5
r1bqkbnr/1ppp1ppp/p3p3/n7/2P5/NP3NP1/P2PPP1P/R1BQKB1R b KQkq - 0 5	g8f6
r1b1kb1r/pp1ppppp/n6n/1qp3P1/8/3P1P2/PPP1PK1P/RNBQ1BNR w kq - 3 8	g5h6
1rbqkb1r/ppp2ppp/n2p4/3npPNP/8/4P3/PPPP1KP1/RNBQ1B1R b k - 3 9	d8g5
rnb1k1nr/pppqpp1p/3p2pb/8/8/2P3PN/PP1PPP1P/RNBQKBR1 w Qkq - 1 5	f2f3
r1bqkbr1/pp1ppp1p/n7/2p3p1/4n3/P4P2/RPPPPNPP/2BQKBNR w Kq - 7 7	f3e4
rnbqkbnr/p3pp1p/1ppp4/6p1/6P1/4PN2/PPPP1PBP/RNBQK2R w KQkq - 0 5	f3g5
rnb1kbnr/2q1p2p/pppp4/6pP/P4p2/N1P4R/1P1PPPP1/R1BQKBN1 w Qkq g6 0 10	h5g6
1nbqkbnr/rp1p2pp/4p3/p1p2p2/P4PP1/4PN2/BPPP3P/RNBQK2R b KQk - 1 7	f5g4
rnbqkbnr/pp1p1ppp/4N3/8/1p1Pp2P/2P1P3/P4PP1/RNBQKB1R w KQ - 1 11	e6d8
rnbqkb1r/pppp1ppp/8/1B2p3/4P1n1/N4N2/PPPP1PPP/R1BQK2R b KQkq - 3 4	f8a3
rnbqkb1r/4p3/ppp4p/3p1pp1/4NPn1/1PP2NP1/P2PP2P/1RBQKB1R b Kkq - 1 10	d5e4
1rbqkbnr/p1ppp1pp/5p2/8/Pp3P2/1P3nPP/2PPPK2/RNBQ1B1R w k - 1 8	e2f3
r1bqk1nr/1ppp1p1N/4p1p1/p6p/1b3P2/1P2n1PN/P1PPP2P/R1BQKB1R w KQkq - 2 11	c1b2
r3kbnr/pp2pp1p/n1p4p/q2pP2Q/2BP4/2P4b/PP3PPP/RN2K1NR b KQkq - 1 7	h3g2
rnbqkbn1/ppp1ppp1/7r/3p3p/5N1P/3PB3/PPPQPPPR/RN2KB2 b Qq - 4 7	d5d4
rnb1kb1r/pp2npp1/2ppp2p/6q1/4N1P1/PP3P1P/2PPP3/R1BQKBNR w KQkq - 0 9	e4g5
rnbqkb1r/ppp1pp1p/3p2pn/8/6P1/2P2P2/PP1PP2P/RNBQKBNR w KQkq - 0 4	d2d4
rnbq1bnr/pp1kpp2/2p5/2Pp2p1/6Pp/3P1P2/PPQ1P2P/RNB1KBNR b KQ g3 0 7	h4g3
rnb1kbnr/pppqpppp/8/3p4/2P5/3P3P/PP2PPP1/RNBQKBNR b KQkq - 0 3	d5c4
r1b1kb1r/pp1p1Np1/2n1q3/2p4p/1PP2PP1/8/P2PP2P/R1BQKB1R w KQkq - 1 11	f7h8
r1q1kbn1/pp1np2r/2p2p1p/3pPbp1/3PN2P/1P4P1/P1P1NP2/R1BQKB1R b KQq - 2 10	f5e4
rnbqkbnr/1p1pp3/p7/2p2ppp/2N2P2/4PQ2/PPPP2PP/R1B1KBNR w KQkq - 0 6	f4g5
r1bqkbnr/1ppp1ppp/n3p3/p7/6P1/4PN2/PPPP1P1P/RNBQK2R b KQkq - 0 4	b7b5
rn1qkbn1/1pp1r3/3pp3/p4ppp/P3P3/5PP1/RPPP3P/1NBQKB1R w Kq - 2 11	d2d4
rnbqk2r/p2p1p2/1pp2npp/1Qb1p3/3P4/P3P2N/1PP2PPP/RNB1KB1R b KQkq - 3 8	c6b5
r1b1kb1r/ppppqp1p/7n/1n2p1p1/2PPN2N/4PP2/PP4PP/R1BQKBR1 w Qkq - 0 10	c4b5
rnbqkbnr/p3ppp1/1p5p/2pp4/N7/5P2/PPPPP1PP/1RBQKBNR w Kkq - 0 5	b2b3
rnb1kbnr/1pq2p1p/p3p3/2pp2p1/3P2P1/2P1BN2/PP2PP1P/RNQ1KB1R w KQkq - 1 8	e3g5
rnbqkbr1/p1pppppp/8/1p6/6nP/NP5N/P1PPPP2/R1BQKB1R b KQq - 1 5	b5b4
rnbqkbn1/pppp1ppr/8/4p2p/5P1P/P5P1/1PPPP3/RNBQKBNR b KQq - 0 4	e5f4
r1b1kbnr/pp1q1ppp/2ppp3/8/n4P2/NP1B4/P1PP2PP/R1B1K1NR b KQkq - 1 10	a4c5
r1bqkb1r/p1pp3p/2n3Pn/1p2pp2/P1P5/3P4/1P2PPP1/RNBQKBNR w KQkq - 0 7	g6g7
r1bqkbnr/pppp1ppp/n7/4p3/8/3P1N2/PPPNPPPP/R1BQKB1R b KQkq - 1 3	d7d6
rn1qkb1r/pp1b1ppp/3p3B/4p3/2pPN3/1P2n1P1/P1PQPP1P/3RKBNR b Kkq - 3 9	e3d1
r1bqk1nr/1ppnppbp/p2p4/8/2P1P3/1P3Q1p/PB1P1PPR/RN2KBN1 b Qkq - 3 8	g7b2
r1bqk1nr/pppppp1p/2n3pb/7P/P7/7R/1PPPPPP1/RNBQKBN1 b Qkq - 2 4	d7d5
1rbqkbnr/ppppppp1/n6p/8/6PP/3P4/PPP1PP2/RNBQKBNR w KQk - 1 4	e2e4
rnbqkbnr/1p1pp3/p6p/6p1/PPpN1p2/1QP5/3PPPPP/RNB1KBR1 b Qkq - 1 10	c4b3
rnbqkbnr/pp1p3p/2Q1ppp1/2p5/8/1PP3P1/P1NPPP1P/R1B1KBNR b KQkq - 1 8	b8c6
rnbqkbnr/1pp1ppp1/p6p/3p4/8/5P1N/PPPPPKPP/RNBQ1B1R w kq - 0 4	g2g3
rnbqkb1r/ppppp1pp/5p1n/8/4P3/3B4/PPPP1PPP/RNBQK1NR b KQkq - 3 3	h6f7
rnbqkb1r/ppp1pppp/8/3p1n2/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 4 4	g4f5
b3kbnr/prpq1ppp/n3p3/1p1p3P/5BP1/2NP4/PPP1PP1N/R1Q1KB1R b KQk - 5 10	d5d4
rnbqkb1r/1ppppp1p/5np1/p7/P3N3/8/1PPPPPPP/1RBQKBNR b Kkq - 1 4	f6e4
rnbqkb2/pp1pp1pr/2p2p1n/7p/PP5N/B1PP4/4PPPP/RN1QKB1R b KQq - 0 7	g7g5
rnbqkb1r/p2pp1p1/npp2p1p/7P/4R3/2PP1N2/PP2PPP1/RNBQKB2 b Qkq - 1 9	d7d5
rnbqkb1r/pp1ppp1p/2p4n/6p1/8/2N3PP/PPPPPP2/R1BQKBNR w KQkq - 0 4	d2d4
rnb1kbr1/1pqpppp1/2p2n2/p6p/PN6/3P3P/1PP1PPP1/1RBQKBNR b Kq - 2 8	a5b4
rnb1krn1/pp1p1ppp/4p3/2b3N1/2pP1q2/P1P5/RP1BPPPP/1N1QKB1R b Kq - 10 10	f4c7
rnbqk2r/ppp2ppp/4p2n/2bp4/1P5P/B1P5/P2PPPP1/RN1QKBNR w KQkq - 2 5	b4c5
rnb1kbnr/ppp2ppp/3pp3/5q2/7P/3KP3/PPPP1PP1/R1BQ1BNR w kq - 1 7	d3e2
r1bqkbnr/p1p1pp1p/np4p1/3p4/6P1/1P2P3/P1PPQP1P/RNB1KBNR w KQkq - 0 9	c1b2
r1bqkbn1/p1pppppr/np6/7p/7P/P3R3/1PPPPPP1/RNBQKBN1 w Qq - 0 5	d2d4
rnbqkbnr/pp3ppp/2p5/3pp3/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 4	f3e5
rnbqkbn1/ppppppp1/6r1/7p/2PP3P/8/PP1NPPP1/R1BQKBNR w KQq - 1 6	g1h3
1nbqkbnr/rp1ppp1p/p5p1/Q7/2p5/3P2PP/PPP1PP1R/RNB1KBN1 b Qk - 0 6	d8a5
rnb1kbnr/4pppp/p1p5/qp1p4/5P2/4P2N/PPPP2PP/RNBQKB1R w KQkq - 0 6	h3f2
rnbqkbnr/4p1p1/ppp2pN1/3p3p/7P/1PNP4/P1PBPPP1/R2QKB1R w Qkq - 2 11	g6h8
rnbqkb1r/ppp1p1p1/3p1n2/5p1p/7P/N6R/PPPPPPPN/R1BQKB2 b Qkq - 1 5	c7c5
r1bqkbnr/pppppppp/7B/n7/8/3P3N/PPP1PPPP/RN1QKB1R b KQkq - 4 3	g8h6
rnbqkbnr/pppp3p/4pp2/6p1/2P4P/4P3/PPQP1PP1/RNB1KBNR b KQkq - 1 4	g5g4
rnbqkbnr/ppp2p1p/4p3/3p2p1/5PP1/2N4N/PPPPP2P/R1BQKB1R b Kkq - 0 6	g5f4
rnb2bnr/ppqp1k1p/2p1p3/5ppP/6P1/P3PN2/1PPP1PB1/RNBQK2R w KQ - 2 8	g4f5
1rb1kbnr/pp3pp1/n3p3/2pp3p/P1P1P1P1/5N2/1PQP1PBq/RNB1K2R w KQk - 0 9	f3h2
r1b1kbnr/pp1nppp1/2qp4/P1p4p/2B4P/2P1P3/1P1PNPP1/RNBQK2R b KQkq - 2 7	d7e5
r1bqk1nr/pppp2pp/2n2p2/2b1p2P/6P1/8/PPPPPPB1/RNBQK1NR b KQkq - 4 5	d7d5
rnbqkbnr/1pppppp1/8/p6p/P7/5N2/RPPPPPPP/1NBQKB1R b Kkq - 1 3	d7d5
rnbqkbnr/pppp4/5pp1/3Pp1Bp/8/N7/PPP1PPPP/R2QKBNR w KQkq e6 0 5	g5d2
2b1kbnr/rppq1pp1/2n5/p2B3p/5B2/1P4PP/P1PPPP2/RN1QK1NR w KQk - 1 9	b1c3
rnbqkb1r/ppp1pppp/3p1n2/8/1P5P/B7/P1PPPPP1/RN1QKBNR b KQkq - 0 3	e7e5
rn1qkbnr/pp2pppp/2p1b3/3p4/3P4/6P1/PPPNPP1P/RNBQKB1R b KQkq - 0 4	g7g6
r1bq1bnr/pp1kpp1p/2pp4/6pP/3nPP2/PPN5/2PP2PR/R1BQKBN1 b Q - 3 10	g5f4
rnbq1br1/ppp1pk1p/6pn/3p1p2/7P/1P1PPN2/P1P2PP1/RNBQKBR1 w Q - 2 7	c1b2
rnbqkb1r/1pppp1Q1/5p1p/8/p2PP3/P2B4/RPP2PPP/1NB1K1NR b Kkq - 0 7	f8g7
rnbqkbnr/pp3p1p/8/2pp2p1/4p1P1/N6P/PPPPPPR1/R1BQKBN1 w Qkq - 0 6	d2d3
rnbqkb1r/pp1pnppp/8/2p1p3/3P2P1/N4P2/PPP1P2P/R1BQKBNR b KQkq - 2 4	c5d4
r1bqkbnr/pppppp2/2n3p1/7p/P6P/5P2/1PPPP1P1/RNBQKBNR w KQkq - 0 4	e2e4
r1bqkb1r/ppp4Q/3p3n/2n3pp/P2p4/4B3/1PP1PNPP/RN2KB1R w KQkq - 2 11	h7g6
rnbqkbnr/1p2pppp/2pp4/p7/2PPP1P1/1P6/P4P1P/RNBQKBNR b KQkq - 0 6	e7e5
r2qkbnr/ppp1p1p1/4bp1p/3p4/4nP2/NP1PB3/P1PQP1PP/R3KBNR w KQkq - 5 10	d3e4
rnbqkbnr/p1pppp2/1p6/6p1/P6p/3P4/1PP1PPPP/RNBQKBNR w Kkq - 0 5	c1g5
rnbqkb1r/pppppp1p/8/5np1/8/2P1P3/PP1PNPPP/RNBQKB1R w KQkq - 1 4	e3e4
r3kbnr/ppp2ppp/n2q4/3ppb2/P4P2/2N3P1/1PPPPK1P/1RBQ1BNR b kq - 0 6	e5f4
r1bqkb1r/1ppp1p1p/p1n1pn2/6p1/1P2P1P1/B2B4/P1PP1P1P/RN1QK1NR w KQkq - 0 6	h2h4
r1bqkbnr/p1ppp2p/np3p2/6p1/4P3/N4NP1/PPPP1PBP/R1BQK2R b KQkq - 1 5	h7h5
rnbqkbnr/1p1p2p1/2p1pp1p/p3N3/P4P2/2N5/1PPPP1PP/R1BQKB1R w KQkq - 0 6	e5g6
2rqkbnr/pb1p2p1/n7/1pp1ppN1/P2P1P1p/2K5/1PP1P1PP/RNB1QB1R w k - 0 11	c3d2
rnbqkbnr/1pppp1pp/5p2/8/p3PP1P/N7/PPPP2P1/R1BQKBNR b KQkq - 0 4	e7e6
1n2k1nr/rppbqpbp/p7/3ppPp1/1P6/P1P2K1P/2QPP1P1/RNB2BNR b k - 4 10	e5e4
r1bqkbnr/pp1p1ppp/2n5/2p1p3/6P1/2P4P/PP1PPP2/RNBQKBNR w KQkq - 0 4	c3c4
r1bqkbnr/n1pp1p2/p6p/1P2p1p1/5P2/1PP4P/3PP1P1/RNBQKBNR b KQkq - 0 8	g5f4
rnbqkb1r/p1ppppp1/1p3n2/1P5p/8/2P5/P2PPPPP/RNBQKBNR w KQkq - 0 4	c3c4
rnbqk1nr/ppppppbp/8/8/6p1/N5PN/PPPPPP1P/R1BQKB1R w KQkq - 0 4	h3f4
r1bqk1nr/pppp1ppp/n7/4p3/2P1P3/4b3/PP1PBPPP/RNBQK1NR b KQkq - 0 5	e3b6
1nb1kbr1/rp1p1ppp/8/p1p3q1/2NPp2P/4BP2/PPPQP1P1/R3KBNR w KQ - 0 9	h4g5
1rbqkbnr/ppppp1pp/5p2/8/3P2P1/1PN2P2/P3P2P/R1BQKBNR b KQk - 0 6	d7d5
rn1q1bnr/1p1kpppp/p6B/2pp4/3P2b1/1PP2N1P/P3PPP1/RN1QKB1R w KQ - 0 9	h3g4
3qkbn1/1pp1pppr/r1n4p/p2p4/2N3b1/5P2/PPPPP2P/RNBQKB1R w KQ - 3 8	f3g4
r1bqkbnr/pppppp1p/6Q1/8/2P1P3/8/PPnPKPPP/RNB2BNR b kq - 2 5	h7g6
rnbqkb1r/ppp1pp2/5n1p/3p2p1/2P5/3P4/PP1QPPPP/RNB1KBNR w KQkq - 0 5	c4d5
rnb1kbnr/pppp1pp1/4p2p/8/1qP5/3P2PN/PP2PP1P/RNBQKB1R w KQkq - 1 5	b1c3
rnbqkbnr/1pp1pp2/p5pp/3p4/6P1/N2P1P2/PPPBPK1P/R2Q1BNR w kq - 0 9	c2c4
rnq1k2r/pp1bnpb1/B1p1p1p1/1N1pP2p/3P4/5N1P/PPP2PP1/1RBQK2R b Kkq - 1 10	c6b5
rn2kbnr/pp1b1ppp/2p5/3p4/8/PPq4P/N1PPPPPB/R2QKBNR b KQkq - 2 8	c3f6
rnbqkb1r/3ppp1p/1p4p1/p1p3n1/NPP5/P1B2P2/3PP1PP/R2QKBR1 w Qkq - 1 11	c3h8
r1bqk1nr/p1ppppbp/np6/6p1/6PP/N1P5/PP1PPP2/R1BQKBNR w KQkq - 1 5	h4g5
rnq1kbnr/2pb2p1/pp3p2/3p3p/1P2N2P/2P5/PBNPPPP1/RQ2KB1R w KQkq - 1 11	e4g3
1nbqkbnr/1p3ppp/r2pp3/p1p5/8/2P1PP1P/PP1P2P1/RNBQK1NR w KQk - 0 6	g1e2
r1bqkbnr/pppppp2/2n5/6pp/8/PPP5/3PPPPP/RNBQKBNR b KQkq - 0 5	d7d5
r1bqkb1r/pp2pppn/n7/2pp4/2PP3p/PP2P2N/1B1Q1PPP/RN2KB1R b KQkq - 1 8	h7f6
rnbqkbnr/p2p2pp/4pp2/2p5/1p3NPP/2P1P3/PP1P1P2/RNBQKB1R w KQkq - 1 8	f4e6
rnbqk1nr/p1pp1p1p/8/4p1p1/1b1P3P/pPQ3P1/R1P1PP2/1NB1KBNR b Kkq - 2 8	b4c3
rnbqk1n1/1pppr3/5p1b/p5pp/P1P5/4P2P/RP1P1PP1/1NB1KBNR b Kq - 0 9	e8f8
1r2kbnr/pp2pppp/n1p3q1/8/1P2PP2/7b/P1PPB1PP/RNBK2NR w k - 5 9	g1h3
rn1qkb1r/pbpppppp/7B/1p5P/PP1P4/2P5/4PPPn/RN1QKBNR b KQkq - 0 7	h2f1
r1b1k1nr/1pp1bpp1/B2qp2p/p1np4/PP2P3/R1N2NP1/2PP1P1P/2BQK1R1 b kq - 6 9	a5b4
rnbqkbnr/pppp1p1p/4p1p1/6P1/8/P7/1PPPPP1P/RNBQKBNR b KQkq - 0 3	d8g5
